,,Activation Date,Deactivation Date,Latitude,Longitude,Region,Site ID,Site Name
48_245_0005,535,1-Jan-71,31-Dec-73,30.098056,-94.095833,10,48_245_0005,Beaumont Water Plant
48_245_0006,536,1-Jan-73,31-Dec-79,29.870278,-93.934444,10,48_245_0006,Beaumont Avenue
48_245_0007,537,1-Jan-76,31-Dec-81,30.131667,-94.175833,10,48_245_0007,Lampman Drive Fire Station
48_245_0008,538,1-Jan-79,31-Dec-81,30.041667,-94.079167,10,48_245_0008,Lamar University
48_245_0009,539,1-Jan-80,,30.0364221,-94.0710606,10,48_245_0009,Beaumont Downtown
48_245_0010,540,1-Jan-81,1-Jan-85,29.718056,-93.896944,10,48_245_0010,Tyrell School
48_245_0011,541,1-Jan-81,,29.8975163,-93.9910842,10,48_245_0011,Port Arthur West
48_245_0014,542,1-Sep-93,,29.9611242,-93.895928,10,48_245_0014,Groves
48_245_0017,543,25-Jul-94,,29.9825311,-93.9528657,10,48_245_0017,Port Neches Avenue L
48_245_0018,544,1-Oct-94,,29.9427981,-94.00077,10,48_245_0018,Jefferson County Airport
48_245_0019,545,9-May-97,,29.8938491,-93.9792618,10,48_245_0019,City Service Center / PA
48_245_0020,546,18-Nov-97,30-Jul-08,30.0660458,-94.0773862,10,48_245_0020,CARROLL STREET PARK
48_245_0021,547,6-Mar-00,,29.9228943,-93.9090184,10,48_245_0021,Port Arthur Memorial School
48_245_0022,548,10-Feb-00,,29.8639574,-94.3178017,10,48_245_0022,Hamshire
48_245_0101,549,1-Jan-00,,29.7279314,-93.8940805,10,48_245_0101,SETRPC  40  Sabine Pass
48_245_0102,550,5-Aug-08,,29.9427514,-94.0006841,10,48_245_0102,SETRPC 43 Jefferson Co Airport
48_245_0628,551,5-Oct-04,,29.867756,-93.951163,10,48_245_0628,SETRPC Port Arthur
48_245_1001,552,1-Jan-66,31-Dec-69,29.966667,-93.925,10,48_245_1001,Hogaboom Road
48_245_1004,553,1-Jan-71,31-Dec-71,29.958333,-93.916667,10,48_245_1004,McKinley Water Station
48_245_1005,554,1-Jan-71,1-Jul-75,29.895833,-93.979167,10,48_245_1005,Port Arthur Service Center
48_245_1006,555,1-Jan-71,31-Dec-71,29.983056,-93.945833,10,48_245_1006,Neches Drive
48_245_1008,556,1-Jan-73,31-Dec-73,29.929167,-93.879167,10,48_245_1008,Port Arthur Main Sewage Plant
48_245_1009,557,1-Nov-79,31-Dec-88,29.909444,-93.943333,10,48_245_1009,Memorial Blvd
48_245_1010,558,3-Sep-92,30-Dec-96,30.096944,-94.095556,10,48_245_1010,Chriswell
48_245_1035,559,30-Aug-06,,29.9789255,-94.0108717,10,48_245_1035,Nederland High School
48_245_1050,560,13-Oct-10,24-Sep-15,30.0671163,-94.0909236,10,48_245_1050,Beaumont Mary
48_245_1071,561,30-Sep-16,,29.84855,-93.962194,10,48_245_1071,Port Arthur 7th Street
48_245_2001,562,1-Jan-73,31-Dec-73,29.833333,-94.3375,10,48_245_2001,Winnie &amp; Hamshire
48_245_2003,563,1-Jan-71,31-Dec-71,29.970833,-93.929167,10,48_245_2003,Orchard Street
48_245_2004,564,1-Jan-79,31-Dec-81,29.943056,-94.002778,10,48_245_2004,West 90th Street
48_245_2005,565,1-Jan-71,31-Dec-74,29.945833,-93.945833,10,48_245_2005,Port Neches Sewage Plant
48_245_3001,566,1-Jan-67,31-Dec-71,29.914444,-93.941111,10,48_245_3001,Memorial &amp; 32nd
48_245_3004,567,1-Jan-73,31-Dec-73,29.8375,-93.958333,10,48_245_3004,Picton Towing
48_245_4004,568,1-Jan-72,1-Jul-75,29.965556,-93.953889,10,48_245_4004,Park Street
48_251_0001,569,1-Jan-81,26-Jul-86,32.251667,-97.547778,4,48_251_0001,Cleburne State Park
48_251_0002,570,20-Feb-90,31-Dec-90,32.387222,-97.403333,4,48_251_0002,Cleburne City Service Center
48_251_0003,571,10-May-00,,32.3535945,-97.4367419,4,48_251_0003,Cleburne Airport
48_251_1008,572,23-Nov-10,,32.469701,-97.169271,4,48_251_1008,Johnson County Luisa
48_251_1063,573,1-Oct-12,,32.5418,-97.1175,4,48_251_1063,Mansfield Flying L Lane
48_251_1501,574,13-Jul-13,,32.481821,-97.526759,4,48_251_1501,Godley FM2331
48_253_0001,575,1-Jan-84,10-Mar-86,32.9425,-99.799444,3,48_253_0001,South Swenson
48_255_1070,576,17-Dec-14,,28.880314,-97.888183,13,48_255_1070,Karnes County
48_257_0001,577,1-Mar-91,31-Dec-91,32.760556,-96.311667,4,48_257_0001,Colquitt Road
48_257_0002,578,24-May-92,26-May-93,32.725,-96.318889,4,48_257_0002,Tejas Drive
48_257_0003,579,4-Aug-92,30-Dec-96,32.724444,-96.276667,4,48_257_0003,South Virgina Street
48_257_0005,580,11-Sep-00,,32.5649684,-96.3176873,4,48_257_0005,Kaufman
48_257_0020,581,22-Dec-10,,32.731919,-96.317911,4,48_257_0020,Terrell Temtex
48_273_0314,582,25-Oct-02,,27.4269813,-97.2986922,14,48_273_0314,National Seashore
48_285_0649,583,29-Aug-05,7-Nov-06,29.447222,-96.9325,14,48_285_0649,Halletsville
48_291_0089,584,1-Jan-88,31-Dec-88,30.086111,-94.783056,12,48_291_0089,Liberty Municipal Park
48_291_0699,585,31-Mar-10,,30.0583,-94.9781,12,48_291_0699,UH West Liberty
48_303_0001,586,1-Jan-61,22-Jun-05,33.590851,-101.847594,2,48_303_0001,Lubbock
48_303_0002,587,1-Jan-70,27-Aug-76,33.5725,-101.866667,2,48_303_0002,Fire Station #2
48_303_0003,588,1-Jan-71,31-Dec-73,33.548056,-101.917778,2,48_303_0003,Lubbock 51st &amp; Wayne
48_303_0004,589,1-Jan-71,31-Dec-73,33.508056,-102.008333,2,48_303_0004,Wolfforth Post Office
48_303_0005,590,1-Jan-71,31-Dec-73,33.548056,-101.847222,2,48_303_0005,Lubbock 51st Street
48_303_0006,591,1-Jan-71,31-Dec-73,33.567222,-101.904167,2,48_303_0006,Vanda
48_303_0008,592,1-Jan-71,31-Dec-73,33.580556,-101.938889,2,48_303_0008,Globe
48_303_0009,593,1-Jan-71,31-Dec-73,33.580556,-101.938889,2,48_303_0009,Frankfort
48_303_0010,594,1-Jan-71,31-Dec-73,33.541944,-101.866389,2,48_303_0010,Lubbock 19th Street
48_303_0011,595,1-Jan-71,31-Dec-71,33.578333,-101.8675,2,48_303_0011,Lubbock 20th Street
48_303_0012,596,1-Jan-71,31-Dec-72,33.582778,-101.841667,2,48_303_0012,Lubbock 14th Street
48_303_0013,597,1-Jan-71,31-Dec-73,33.580278,-101.797222,2,48_303_0013,East 17th Street
48_303_0014,598,1-Jan-71,31-Dec-73,33.606667,-101.884722,2,48_303_0014,Erskine
48_303_0015,599,1-Jan-71,31-Dec-73,33.611667,-101.850833,2,48_303_0015,Harvard
48_303_0017,600,1-Jan-71,31-Dec-73,33.659444,-101.819444,2,48_303_0017,Lubbock Airport
48_303_0020,601,1-Jan-72,1-Jul-78,33.528333,-101.856389,2,48_303_0020,Lubbock 73rd Street
48_303_0021,602,1-Jan-72,1-Jul-78,33.588611,-101.808333,2,48_303_0021,Zenith Fire Station
48_303_0023,603,1-Jan-77,31-Dec-80,33.619167,-101.870833,2,48_303_0023,Lubbock State School
48_303_0025,604,9-Feb-94,18-May-95,33.510556,-102.004444,2,48_303_0025,Wolfforth City Limits
48_303_0325,605,20-Aug-08,17-Nov-14,33.5907784,-101.8504183,2,48_303_0325,Lubbock-PM25
48_303_1001,606,1-Jan-71,31-Dec-73,33.6625,-101.683333,2,48_303_1001,Idalou City Hall
48_303_1002,607,1-Jan-71,31-Dec-73,33.433333,-101.6375,2,48_303_1002,Slaton City Hall
48_303_1003,608,1-Jan-71,31-Dec-73,33.69,-101.991667,2,48_303_1003,Shallowater Tower
48_303_1028,609,13-Aug-16,,33.58553,-101.78698,2,48_303_1028,Lubbock 12th Street
48_309_0001,610,1-Jan-58,31-Dec-74,31.556944,-97.122222,9,48_309_0001,USEPA-483090001
48_309_0007,611,1-Jan-73,31-Dec-88,31.548056,-97.163889,9,48_309_0007,Bosque Blvd
48_309_0008,612,1-Jan-76,31-Dec-81,31.558889,-97.132222,9,48_309_0008,Washington Park
48_309_1002,613,1-Jan-00,1-Apr-03,31.520556,-97.200556,9,48_309_1002,WACO
48_309_1037,614,16-Apr-07,,31.6530743,-97.0706982,9,48_309_1037,Waco Mazanec
48_309_5010,615,2-Sep-05,,31.611389,-97.230556,9,48_309_5010,Waco KACT
48_311_0001,616,1-Jan-75,31-Dec-79,28.461944,-98.548611,16,48_311_0001,McMullen County Courthouse
48_315_0050,617,22-Apr-98,30-Jun-01,32.742778,-94.303333,5,48_315_0050,CYPRESS RIVER AIRPORT
48_321_0001,618,1-Jan-65,31-Dec-80,28.685278,-95.973333,12,48_321_0001,USEPA-483210001
48_323_0003,619,1-Jan-71,31-Dec-77,28.683333,-100.5,16,48_323_0003,Maverick County Tax Office
48_323_0004,620,1-Jun-05,,28.704607,-100.4511555,16,48_323_0004,Eagle Pass
48_329_0001,621,1-Jan-71,2-Dec-82,32.006389,-102.070833,7,48_329_0001,Midland City Hall
48_329_0002,622,1-Jan-83,27-Dec-84,31.997778,-102.074167,7,48_329_0002,Midland Civic Center
48_331_1075,623,19-Nov-16,,30.569444,-97.076111,9,48_331_1075,Rockdale John D. Harper Road
48_337_1507,624,31-Oct-13,,33.55896,-97.829658,3,48_337_1507,Bowie Patterson Street
48_339_0001,625,1-Jan-75,31-Dec-76,30.321111,-95.483333,12,48_339_0001,West Davis
48_339_0078,626,1-Oct-01,,30.3503017,-95.4251278,12,48_339_0078,Conroe Relocated
48_339_0088,627,1-Jan-88,31-Dec-88,30.338056,-95.452222,12,48_339_0088,Gulf States Utilities
48_339_0089,628,1-Oct-99,1-Jun-02,30.353889,-95.421667,12,48_339_0089,CONROE
48_339_0698,629,31-Mar-10,,30.2362,-95.4832,12,48_339_0698,UH WG Jones Forest
48_339_5006,630,22-Jan-03,,30.356667,-95.413889,12,48_339_5006,Conroe Airport KCXO
48_341_0001,631,1-Jan-75,31-Dec-76,35.860278,-101.963611,1,48_341_0001,Dumas Junior High School
48_343_0001,632,1-Jan-82,1-May-83,32.918611,-94.710278,5,48_343_0001,Lone Star Steel Works
48_343_0002,633,1-Jan-83,27-Dec-84,32.938889,-94.713889,5,48_343_0002,Lone Star City Hall
48_347_0001,634,1-Jan-75,1-Jan-77,31.628056,-94.647222,10,48_347_0001,SFA University Forestry Building
48_347_0002,635,1-Jan-82,24-Jul-83,31.5775,-94.675,10,48_347_0002,Nacodoches Fire Station
48_349_0001,636,1-Jan-81,10-Oct-83,32.091944,-96.466389,4,48_349_0001,Corsicana Library
48_349_1051,637,16-Jun-09,,32.0319335,-96.3991408,4,48_349_1051,Corsicana Airport
48_349_1081,638,16-Nov-16,,31.9041,-96.352,4,48_349_1081,Richland Southeast 1220 Road
48_349_5014,639,1-Aug-05,,32.028056,-96.400556,4,48_349_5014,Corsicana KCRS
48_351_0639,640,22-Jul-05,7-Nov-06,30.8847222,-93.7419444,10,48_351_0639,Newton NTRD C639
48_355_0001,641,1-Jan-57,31-Dec-88,27.777222,-97.423611,14,48_355_0001,Morgan Street
48_355_0002,642,1-Jan-64,31-Dec-69,27.833889,-97.539444,14,48_355_0002,Upper River Road
48_355_0003,643,1-Jan-69,26-Jun-88,27.737778,-97.3875,14,48_355_0003,Corpus Christi Fire Station #7
48_355_0004,644,1-Jan-69,1-Jul-78,27.818889,-97.455556,14,48_355_0004,Bulk Materials Dock
48_355_0005,645,1-Jan-70,30-Jul-84,27.774722,-97.501389,14,48_355_0005,US Weather Bureau
48_355_0006,646,1-Jan-71,31-Dec-71,27.704167,-97.391667,14,48_355_0006,Holly Road Water Pump House
48_355_0007,647,1-Jan-71,31-Dec-79,27.727778,-97.413889,14,48_355_0007,Kostoryz Fire Station
48_355_0008,648,1-Jan-71,31-Dec-79,27.766667,-97.395833,14,48_355_0008,Louisiana Fire Station
48_355_0009,649,1-Jan-71,31-Dec-74,27.788056,-97.397778,14,48_355_0009,South Caranchua Fire Station
48_355_0010,650,1-Jan-71,31-Dec-71,27.797778,-97.393889,14,48_355_0010,La Retama Library
48_355_0011,651,1-Jan-71,31-Dec-79,27.759722,-97.431944,14,48_355_0011,Horne Road Fire Station
48_355_0012,652,1-Jan-71,30-Dec-96,27.796667,-97.426944,14,48_355_0012,Corpus Christi Fire Station #5
48_355_0013,653,1-Jan-71,31-Dec-79,27.814722,-97.395833,14,48_355_0013,Navigation Boulevard Fire Station
48_355_0014,654,1-Jan-71,31-Dec-71,27.661389,-97.269444,14,48_355_0014,Flour Bluff Health Department Annex
48_355_0015,655,1-Jan-71,30-Jul-84,27.819722,-97.547222,14,48_355_0015,Rand Morgan Road Fire Station
48_355_0016,656,1-Jan-70,31-Dec-78,27.820833,-97.434722,14,48_355_0016,Cantwell Lane
48_355_0017,657,1-Jan-73,31-Dec-76,27.825,-97.429167,14,48_355_0017,Pipe Line Sign Navigation Boulevard
48_355_0019,658,1-Jan-73,31-Dec-81,27.789444,-97.433333,14,48_355_0019,Old Galveston Road
48_355_0020,659,1-Jan-73,30-Sep-02,27.806944,-97.454167,14,48_355_0020,NAVIGATION
48_355_0021,660,1-Jan-77,31-Dec-79,27.757778,-97.428611,14,48_355_0021,Horne Road
48_355_0022,661,1-Jan-77,31-Dec-81,27.833889,-97.5525,14,48_355_0022,West Guth Park
48_355_0023,662,1-Jan-80,31-Dec-88,27.824722,-97.445556,14,48_355_0023,Navigation Blvd
48_355_0024,663,1-Jan-80,30-Jun-88,27.847222,-97.5875,14,48_355_0024,Leopard Street
48_355_0025,664,1-Jan-81,,27.7653399,-97.4342619,14,48_355_0025,Corpus Christi West
48_355_0026,665,1-Jan-84,,27.8324089,-97.5553798,14,48_355_0026,Corpus Christi Tuloso
48_355_0029,666,1-Nov-94,,27.8075444,-97.419258,14,48_355_0029,Corpus Christi Hillcrest
48_355_0030,667,22-Jul-93,4-Oct-98,27.807778,-97.434444,14,48_355_0030,CORPUS CHRISTI POTH
48_355_0032,668,6-Aug-97,,27.8045054,-97.4315816,14,48_355_0032,Corpus Christi Huisache
48_355_0034,669,31-Jan-01,,27.8118166,-97.4657031,14,48_355_0034,Dona Park
48_355_0035,670,2-Dec-04,23-May-16,27.798889,-97.433889,14,48_355_0035,Oak Park
48_355_0036,671,1-Dec-04,23-May-16,27.8175,-97.4197222,14,48_355_0036,Port Grain Elevator
48_355_0037,672,30-Nov-04,23-May-16,27.8244444,-97.4325,14,48_355_0037,J.I Hailey
48_355_0038,673,29-Nov-04,15-May-12,27.8452778,-97.5255556,14,48_355_0038,Inner Harbor
48_355_0039,674,29-Nov-04,23-May-16,27.8272222,-97.5288889,14,48_355_0039,FHR Easement
48_355_0041,675,1-Dec-04,31-May-17,27.8291667,-97.5436111,14,48_355_0041,Solar Estates
48_355_0083,676,18-May-10,,27.8028877,-97.4198783,14,48_355_0083,Corpus Christi Palm
48_355_0660,677,18-Jan-06,,27.703056,-97.3875,14,48_355_0660,Holly Road
48_355_0664,678,12-Jan-06,,27.757778,-97.619444,14,48_355_0664,Violet
48_355_1024,679,8-Aug-05,,27.8038056,-97.4137626,14,48_355_1024,Williams Park
48_361_0001,680,1-Jan-66,31-Dec-71,30.096667,-93.736111,10,48_361_0001,Orange 7th at Elm
48_361_0002,681,1-Jan-67,31-Dec-76,30.096667,-93.736111,10,48_361_0002,Orange Health Department
48_361_1001,682,1-Jan-74,,30.0852629,-93.7613411,10,48_361_1001,West Orange
48_361_1083,683,3-Oct-16,,30.153675,-93.725897,10,48_361_1083,Orange 1st Street
48_361_1100,684,1-Jan-99,,30.1945576,-93.8672365,10,48_361_1100,SETRPC 42 Mauriceville
48_363_1502,685,21-Aug-13,,32.818671,-98.091641,4,48_363_1502,Mineral Wells 23rd Street
48_365_0627,686,5-Jul-04,30-Oct-06,32.355556,-94.051667,5,48_365_0627,Panola C627
48_367_0080,687,1-Jun-88,31-Dec-88,32.761111,-97.831944,4,48_367_0080,Weatherford Agricultural College
48_367_0081,688,26-Jul-00,,32.8687727,-97.9059308,4,48_367_0081,Parker County
48_367_1506,689,13-Oct-13,,32.758655,-97.730285,4,48_367_1506,Weatherford Highway 180
48_373_9001,690,13-Apr-05,17-Oct-08,30.701667,-94.673889,10,48_373_9001,C1027-Alabama-Coushatta-TX
48_375_0001,691,1-Jan-61,31-Dec-71,35.214722,-101.858333,1,48_375_0001,Northwest Texas Hospital
48_375_0002,692,1-Jan-69,21-Apr-88,35.212778,-101.860833,1,48_375_0002,City-County Health Unit
48_375_0003,693,1-Jan-75,1-Jan-77,35.213333,-101.711944,1,48_375_0003,Air Terminal Fire Station
48_375_0004,694,6-Sep-90,9-Jul-96,35.21,-101.840278,1,48_375_0004,Van Buren &amp; 4th
48_375_0005,695,12-Jul-96,11-Apr-05,35.209444,-101.831944,1,48_375_0005,AMARILLO DOWNTOWN
48_375_0024,696,25-Apr-10,,35.2802728,-101.7156402,1,48_375_0024,Amarillo SH 136
48_375_0320,697,12-Apr-05,,35.2015922,-101.9092746,1,48_375_0320,Amarillo A&amp;M
48_375_1025,698,16-Oct-13,,35.236736,-101.787405,1,48_375_1025,Amarillo 24th Avenue
48_375_1077,699,16-Dec-16,,35.3165,-101.7418,1,48_375_1077,Amarillo Xcel El Rancho
48_387_0648,700,26-Jul-05,15-Dec-06,33.619722,-95.06,5,48_387_0648,Clarksville NTRD C648
48_395_1076,701,13-Oct-16,,31.168889,-96.481944,9,48_395_1076,Franklin Oak Grove
48_397_0001,702,8-Aug-00,,32.936523,-96.4592108,4,48_397_0001,Rockwall Heath
48_397_0081,703,1-Jun-88,31-Dec-88,32.943056,-96.369444,4,48_397_0081,East Fate Main Place
48_405_0646,704,27-Jul-05,15-Dec-06,31.539444,-94.170278,10,48_405_0646,San Augustine Airport NTRD
48_409_0001,705,1-Jan-77,31-Dec-79,27.923611,-97.291667,14,48_409_0001,SFA Elementary
48_409_0002,706,1-Jan-81,1-Jan-85,27.940556,-97.588889,14,48_409_0002,Odem
48_409_0659,707,22-Jan-06,30-May-16,27.886667,-97.148611,14,48_409_0659,Aransas Pass
48_409_0685,708,29-Jun-07,,27.901667,-97.249167,14,48_409_0685,Ingleside
48_409_0686,709,11-Dec-06,30-May-16,27.924722,-97.538056,14,48_409_0686,Odem-SEP
48_409_0687,710,7-May-07,30-May-16,27.923333,-97.408611,14,48_409_0687,Taft-SEP
48_411_0653,711,3-Sep-05,7-Mar-06,31.187222,-98.711944,9,48_411_0653,Millpond PK San Saba
48_415_0001,712,1-Jan-76,1-Jan-79,32.706667,-100.910556,3,48_415_0001,Snyder Water Purification Plant
48_423_0001,713,1-Jan-63,31-Dec-69,32.355833,-95.3075,5,48_423_0001,USEPA-484230001
48_423_0002,714,1-Jan-69,4-Apr-87,32.3525,-95.3,5,48_423_0002,Tyler Fire Station
48_423_0003,715,5-Apr-90,27-Jul-96,32.351389,-95.326389,5,48_423_0003,South Vine Street
48_423_0004,716,4-Nov-97,18-May-00,32.358056,-95.409722,5,48_423_0004,at Tyler Airport
48_423_0005,717,20-Jun-94,19-Mar-97,32.492222,-95.183333,5,48_423_0005,WINONA ELEMENTARY SCHOOL
48_423_0006,718,1-Aug-96,30-Dec-96,32.338611,-95.265556,5,48_423_0006,Teague
48_423_0007,719,25-May-00,,32.3440079,-95.4157515,5,48_423_0007,Tyler Airport Relocated
48_439_0001,720,1-Jan-72,31-Dec-76,32.703056,-97.096667,4,48_439_0001,South Collin
48_439_0002,721,1-Jan-72,31-Dec-75,32.736667,-97.115833,4,48_439_0002,Arlington City Hall Annex
48_439_0003,722,1-Jan-72,31-Dec-73,32.756389,-97.135833,4,48_439_0003,Randol Mill Park
48_439_0004,723,1-Jan-72,31-Dec-84,32.75,-97.053889,4,48_439_0004,Randol Mill Park Fire Station
48_439_0005,724,1-Jan-77,31-Dec-81,32.663889,-97.1,4,48_439_0005,Arlington Municipal Airport 1977-81
48_439_0006,725,1-Jan-69,31-Dec-81,32.803056,-97.383333,4,48_439_0006,Azle Avenue
48_439_0007,726,1-Jan-69,31-Dec-80,32.798611,-97.331944,4,48_439_0007,Schwartz
48_439_0008,727,1-Jan-69,31-Dec-71,32.779722,-97.295,4,48_439_0008,Eagle
48_439_0009,728,1-Jan-69,31-Dec-70,32.735278,-97.412222,4,48_439_0009,Dean Road
48_439_0010,729,1-Jan-69,31-Dec-70,32.745833,-97.261667,4,48_439_0010,Meadowbrook
48_439_0011,730,1-Jan-69,31-Dec-80,32.734167,-97.218056,4,48_439_0011,Handley
48_439_0012,731,1-Jan-69,31-Dec-80,32.728333,-97.275556,4,48_439_0012,Avenue I
48_439_0013,732,1-Jan-69,31-Dec-71,32.698611,-97.250556,4,48_439_0013,Wilbarger
48_439_0014,733,1-Jan-69,31-Dec-70,32.695,-97.28,4,48_439_0014,Witchita
48_439_0015,734,1-Jan-69,30-Jun-71,32.726111,-97.332778,4,48_439_0015,Lipscomb
48_439_0016,735,1-Jan-70,31-Dec-78,32.676389,-97.3225,4,48_439_0016,Felix
48_439_0017,736,1-Jan-69,31-Dec-80,32.657778,-97.395,4,48_439_0017,Hulen
48_439_0018,737,1-Jan-71,31-Dec-71,32.738056,-97.350556,4,48_439_0018,University Drive
48_439_0019,738,1-Jan-71,30-Jun-81,32.734722,-97.455556,4,48_439_0019,Cherry Lane
48_439_0020,739,1-Jan-75,31-Dec-75,32.728333,-97.412778,4,48_439_0020,Geddes
48_439_0021,740,1-Jan-71,20-Apr-78,32.716111,-97.335,4,48_439_0021,Cherry Street
48_439_0022,741,1-Jan-72,18-Apr-78,32.755,-97.329722,4,48_439_0022,Commerce Fire Station
48_439_0023,742,1-Jan-82,30-Dec-96,32.695278,-97.321944,4,48_439_0023,Worth Heights Elementary
48_439_0024,743,1-Jan-80,30-Dec-87,32.803333,-97.383333,4,48_439_0024,Azle Fire Station
48_439_0025,744,1-Jan-80,13-Feb-84,32.725,-97.452778,4,48_439_0025,Cherry Lane 2
48_439_0026,745,30-Oct-80,23-Dec-87,32.732778,-97.279167,4,48_439_0026,Wesleyan Avenue
48_439_0029,746,21-Apr-88,7-Mar-00,32.831389,-97.063889,4,48_439_0029,EAST OF FAA &amp; AMERICAN INTERSECTION
48_439_0057,747,19-Feb-98,11-Jul-01,32.706944,-97.093611,4,48_439_0057,Arlington Office
48_439_0060,748,28-Aug-75,27-Dec-01,32.728056,-97.412778,4,48_439_0060,NE OF DIAZ AVE &amp; GUILFORD RD. INTERSECTION
48_439_0061,749,1-Jan-71,8-Mar-83,32.798611,-97.331944,4,48_439_0061,Schwartz Roof
48_439_0062,750,1-Jan-83,21-Jun-88,32.736111,-97.353889,4,48_439_0062,Northeast 36th
48_439_0063,751,1-Jan-85,7-Apr-02,32.741667,-97.468889,4,48_439_0063,FORT WORTH PORTALES
48_439_0066,752,1-Jan-71,31-Dec-80,32.733889,-97.218056,4,48_439_0066,Handley Church Roof
48_439_0067,753,1-Jan-71,31-Dec-75,32.676389,-97.3225,4,48_439_0067,East Felix
48_439_0068,754,1-Jan-72,27-Jun-88,32.738056,-97.350556,4,48_439_0068,University  at Harley
48_439_0069,755,1-Jan-71,31-Dec-75,32.734722,-97.455556,4,48_439_0069,Cherry at Elizabeth
48_439_0070,756,1-Jan-78,27-Jun-88,32.675556,-97.323056,4,48_439_0070,Felix at Vermont
48_439_0075,757,6-Jun-00,,32.9878908,-97.4771754,4,48_439_0075,Eagle Mountain Lake
48_439_0089,758,2-Jul-10,16-Sep-10,32.700483,-97.308013,4,48_439_0089,Fort Worth Yuma
48_439_0097,759,2-Jul-10,16-Sep-10,32.70299,-97.310001,4,48_439_0097,Fort Worth Berry
48_439_1001,760,1-Jan-75,31-Dec-81,32.841389,-97.098056,4,48_439_1001,Trinity High School
48_439_1002,761,1-Jan-75,,32.8058183,-97.3565675,4,48_439_1002,Fort Worth Northwest
48_439_1003,762,1-Jan-76,31-Dec-01,32.759722,-97.328056,4,48_439_1003,FIRE DEPT DOWNTOWN
48_439_1004,763,1-Jan-69,31-Dec-75,32.7575,-97.360556,4,48_439_1004,University Drive 2
48_439_1005,764,1-Jan-69,31-Dec-71,32.773333,-97.345833,4,48_439_1005,Grand Avenue
48_439_1006,765,1-Apr-01,,32.7591432,-97.3423337,4,48_439_1006,Haws Athletic Center
48_439_1009,766,28-Jun-11,,32.621136,-97.290353,4,48_439_1009,Everman Johnson Park
48_439_1018,767,20-Sep-12,,32.726111,-97.108333,4,48_439_1018,Arlington UT Campus
48_439_1053,768,12-Mar-15,,32.664722,-97.338056,4,48_439_1053,Fort Worth California Parkway North
48_439_1062,769,29-Jun-12,,32.658889,-97.200278,4,48_439_1062,Kennedale Treepoint Drive
48_439_1065,770,17-Sep-13,,32.6724056,-97.2911778,4,48_439_1065,Fort Worth Joe B. Rushing Road
48_439_1503,771,1-Oct-13,,32.646711,-97.442658,4,48_439_1503,Fort Worth Benbrook Lake
48_439_2001,772,1-Jan-58,31-Dec-81,32.750278,-97.333611,4,48_439_2001,USEPA-484392001
48_439_2002,773,1-Jan-81,31-Dec-82,32.944167,-97.353333,4,48_439_2002,TCEQ-484392002
48_439_2003,774,11-Feb-81,,32.9224736,-97.282088,4,48_439_2003,Keller
48_439_3001,775,1-Jan-75,31-Dec-81,32.950556,-97.055556,4,48_439_3001,Hwy 121 &amp; Dam Road
48_439_3002,776,29-Jun-94,17-Nov-96,32.943611,-97.069722,4,48_439_3002,FIRE STATION AT GRAPEVINE
48_439_3004,777,12-Aug-94,27-May-96,32.923611,-97.043889,4,48_439_3004,AT THE DALLAS/FORT WORTH AIRPORT
48_439_3005,778,15-Aug-96,30-Jun-00,32.925833,-97.043611,4,48_439_3005,DFW AIRPORT #2
48_439_3006,779,31-Dec-98,1-Sep-05,32.693056,-97.248611,4,48_439_3006,FORT WORTH LOCAL PROGRAM HQS
48_439_3007,780,13-Mar-00,28-Feb-03,32.8319,-97.0661,4,48_439_3007,FAA #2 / #3
48_439_3008,781,14-Mar-01,1-Sep-05,32.810833,-97.336944,4,48_439_3008,DIAMOND HILL
48_439_3009,782,4-Aug-00,,32.9842596,-97.0637211,4,48_439_3009,Grapevine Fairway
48_439_3010,783,1-Jan-02,,32.7392,-97.47033,4,48_439_3010,Stage Coach
48_439_3011,784,17-Jan-02,,32.6563574,-97.0885849,4,48_439_3011,Arlington Municipal Airport
48_439_5007,785,22-Jan-03,,32.663889,-97.095833,4,48_439_5007,Arlington Airport KGKY
48_441_0001,786,1-Jan-61,27-Dec-84,32.4525,-99.741667,3,48_441_0001,Abilene Central Fire Station
48_441_0002,787,1-Jan-79,1-Apr-84,32.235556,-99.8825,3,48_441_0002,Abilene State Park
48_441_1509,788,18-Dec-13,,32.451011,-99.729799,3,48_441_1509,Abilene North 3rd Street
48_441_5015,789,1-Aug-05,,32.411389,-99.681944,3,48_441_5015,Abilene KABI
48_449_0001,790,1-Jan-73,20-Nov-82,33.18,-94.976944,5,48_449_0001,Mount Pleasant Water Treatment Plant
48_449_1078,791,7-Dec-16,,33.0752,-94.8474,5,48_449_1078,Cookville FM 4855
48_451_0001,792,1-Jan-61,31-Dec-76,31.465,-100.4375,8,48_451_0001,San Angelo City Hall
48_451_1001,793,1-Jan-69,31-Dec-84,31.461111,-100.435,8,48_451_1001,Fish Hatchery #1
48_451_5016,794,2-Sep-05,,31.357778,-100.496389,8,48_451_5016,San Angelo KSJT
48_453_0001,795,1-Jan-58,16-Sep-71,30.271111,-97.744444,11,48_453_0001,Austin City Hall
48_453_0002,796,1-Jan-67,31-Dec-81,30.313333,-97.714444,11,48_453_0002,East 53rd
48_453_0003,797,1-Jan-81,28-Feb-97,30.42,-97.706944,11,48_453_0003,PARMER LANE CAMS 25
